method,run,seed,crossover_rate,crossover_rate_final,allow_shape_mismatch_crossover,crossover_attempts,crossover_shape_match_events,crossover_shape_match_layers,crossover_shape_match_rate,crossover_shape_mismatch_events,crossover_shape_mismatch_layers,crossover_shape_mismatch_rate,final_loss,final_accuracy,final_params,final_topology,final_topology_share,most_common_topology,most_common_topology_share,first_final_topology_generation,first_majority_topology_generation,wall_seconds
svd_crossover_same_dim,45,45,0.3,,False,1743,1161,2057,0.6660929432013769,707,1426,0.40562248995983935,0.6140999349989524,0.825,1673,64-18-17-10,0.65,64-18-17-10,0.65,285,300,58.28012889999809
svd_crossover_same_dim,46,46,0.3,,False,1699,1007,1693,0.5927015891701001,550,1007,0.3237198351971748,0.653738818051309,0.8722222222222222,2710,64-36-10,0.15,64-37-10,0.7,5,91,56.034746299999824
svd_crossover_same_dim,47,47,0.3,,False,1657,974,1579,0.587809293904647,572,959,0.3452021726010863,0.8247255010106838,0.7777777777777778,2260,64-30-10,0.9,64-30-10,0.9,285,297,55.792844600000535
svd_crossover_same_dim,48,48,0.3,,False,1702,1047,1908,0.6151586368977673,569,999,0.33431257344300824,0.6549397760482372,0.8027777777777778,1435,64-19-10,0.1,64-20-10,0.8,279,301,56.946792700000515
svd_crossover_same_dim,49,49,0.3,,False,1765,1082,2024,0.6130311614730878,666,1155,0.3773371104815864,0.7115239749082529,0.8388888888888889,650,64-10,1.0,64-10,1.0,1,1,57.083617599997524
svd_crossover_same_dim,50,50,0.3,,False,1665,1095,1813,0.6576576576576577,472,813,0.28348348348348346,0.8935998913598101,0.7444444444444445,1660,64-22-10,0.2,64-23-10,0.8,84,90,54.198825899999065
svd_crossover_same_dim,51,51,0.3,,False,1629,1059,1819,0.6500920810313076,545,992,0.334561080417434,0.6931310736385109,0.8083333333333333,2710,64-36-10,0.75,64-36-10,0.75,26,61,57.43391750000228
svd_crossover_same_dim,52,52,0.3,,False,1710,1080,2083,0.631578947368421,509,947,0.2976608187134503,0.8006127679360563,0.775,2710,64-36-10,0.05,64-37-10,0.85,10,66,57.36139019999973
svd_crossover_same_dim,53,53,0.3,,False,1722,962,1836,0.5586527293844367,568,1079,0.32984901277584205,0.7043751554568858,0.8305555555555556,1135,64-15-10,0.25,64-40-10,0.4,290,292,56.655920799999876
svd_crossover_same_dim,54,54,0.3,,False,1699,1192,2298,0.7015891701000588,605,1171,0.35609181871689227,0.7048916720955365,0.7805555555555556,2117,64-23-18-10,0.75,64-23-18-10,0.75,271,280,58.37380640000265
svd_crossover_same_dim,55,55,0.3,,False,1677,1062,1780,0.6332737030411449,546,1058,0.32558139534883723,0.6822946108369035,0.8527777777777777,3853,64-42-21-10,0.3,64-20-10,0.3,269,301,56.75637579999966
svd_crossover_same_dim,56,56,0.3,,False,1690,1019,1407,0.6029585798816568,474,693,0.2804733727810651,1.0248094211067844,0.7083333333333334,650,64-10,0.85,64-10,0.85,1,1,52.4692529999993
svd_crossover_same_dim,57,57,0.3,,False,1745,1094,1997,0.6269340974212034,784,1657,0.4492836676217765,0.564966238558358,0.8555555555555555,1360,64-18-10,0.05,64-21-18-10,0.35,126,301,58.02863100000104
svd_crossover_same_dim,58,58,0.3,,False,1705,1102,2282,0.6463343108504399,706,1479,0.41407624633431084,0.5649957466607898,0.8638888888888889,3135,64-37-15-10,0.15,64-38-15-10,0.5,298,301,60.02218399999765
svd_crossover_same_dim,59,59,0.3,,False,1747,1084,1961,0.6204922724670864,545,966,0.31196336576989125,0.7849622192288092,0.8027777777777778,1660,64-22-10,0.6,64-22-10,0.6,13,37,55.818794399998296
svd_crossover_same_dim,60,60,0.3,,False,1684,1146,2253,0.6805225653206651,634,1294,0.37648456057007124,0.6048335751075598,0.8333333333333334,1887,64-21-16-10,0.25,64-21-17-10,0.5,291,301,58.90952800000014
svd_crossover_same_dim,61,61,0.3,,False,1679,1011,1629,0.6021441334127456,510,839,0.30375223347230496,0.9249646581218887,0.7388888888888889,1885,64-25-10,0.85,64-25-10,0.85,219,296,55.02491490000102
svd_crossover_same_dim,62,62,0.3,,False,1679,995,1846,0.5926146515783204,592,1004,0.35259082787373436,0.794830031061087,0.7944444444444444,2260,64-30-10,0.25,64-29-10,0.7,278,291,57.062490200001776
svd_crossover_same_dim,63,63,0.3,,False,1717,1061,1822,0.6179382644146768,675,1253,0.3931275480489225,0.6649514827106311,0.8222222222222222,3615,64-37-25-10,0.2,64-37-10,0.35,287,301,58.61970800000199
svd_crossover_same_dim,64,64,0.3,,False,1725,1027,1899,0.5953623188405797,536,990,0.31072463768115943,0.7745024745317538,0.7944444444444444,1360,64-18-10,0.75,64-18-10,0.75,242,255,56.89285210000162
svd_crossover_same_dim,65,65,0.3,,False,1647,1017,1964,0.6174863387978142,593,1108,0.3600485731633273,0.4836194915270059,0.8722222222222222,2991,64-33-19-10,0.7,64-33-19-10,0.7,268,287,59.94881379999788
svd_crossover_same_dim,66,66,0.3,,False,1722,1148,2256,0.6666666666666666,698,1357,0.40534262485482,0.6030681915110637,0.8194444444444444,1961,64-20-21-10,0.15,64-21-21-10,0.5,270,274,59.264368000000104
svd_crossover_same_dim,67,67,0.3,,False,1691,1037,1827,0.6132465996451804,587,979,0.34713187463039624,0.63489964615891,0.8027777777777778,2935,64-39-10,0.65,64-39-10,0.65,29,275,58.00469100000191
svd_crossover_same_dim,68,68,0.3,,False,1717,970,1646,0.564938846825859,646,1142,0.37623762376237624,0.7436614411160571,0.8166666666666667,3079,64-33-21-10,0.7,64-33-21-10,0.7,98,299,57.255675399999745
svd_crossover_same_dim,69,69,0.3,,False,1671,1031,1778,0.6169958108916817,497,861,0.2974266906044285,0.783433383107082,0.7805555555555556,3010,64-40-10,0.1,64-41-10,0.4,297,301,55.72592919999806
svd_crossover_same_dim,70,70,0.3,,False,1656,1016,1845,0.6135265700483091,588,1112,0.35507246376811596,0.8439749356659408,0.75,1510,64-20-10,0.8,64-20-10,0.8,128,279,56.57356660000005
svd_crossover_same_dim,71,71,0.3,,False,1730,1026,1997,0.5930635838150289,664,1162,0.3838150289017341,0.6003610254360496,0.8333333333333334,650,64-10,0.95,64-10,0.95,1,1,59.179145699999935
svd_crossover_same_dim,72,72,0.3,,False,1765,1163,2197,0.6589235127478753,676,1433,0.3830028328611898,0.7390780852723964,0.8083333333333333,1210,64-16-10,0.85,64-16-10,0.85,256,288,58.49383999999918
svd_crossover_same_dim,73,73,0.3,,False,1729,1048,1920,0.6061307113938693,549,900,0.3175245806824754,0.8213472351572286,0.7694444444444445,2560,64-34-10,0.05,64-35-10,0.45,27,30,56.175371400000586
svd_crossover_same_dim,74,74,0.3,,False,1708,961,1608,0.5626463700234192,623,1058,0.36475409836065575,0.7846469175286401,0.7944444444444444,1885,64-25-10,0.95,64-25-10,0.95,276,287,55.96489500000098
svd_crossover_same_dim,75,75,0.3,,False,1671,1109,2154,0.6636744464392579,808,1713,0.48354278874925194,0.598750980252089,0.8416666666666667,3079,64-33-21-10,0.25,64-33-22-10,0.5,294,301,63.02220660000239
svd_crossover_same_dim,76,76,0.3,,False,1696,1077,1934,0.6350235849056604,574,1076,0.3384433962264151,0.6847716409785934,0.8055555555555556,2410,64-32-10,0.75,64-32-10,0.75,65,254,58.23025150000103
svd_crossover_same_dim,77,77,0.3,,False,1763,1051,2023,0.5961429381735678,689,1216,0.3908111174134997,0.7146201305273413,0.8027777777777778,2485,64-33-10,0.1,64-32-10,0.65,221,275,58.767902100000356
svd_crossover_same_dim,78,78,0.3,,False,1699,1025,1714,0.6032960565038258,585,997,0.3443201883460859,0.7749809320451099,0.7666666666666667,650,64-10,0.95,64-10,0.95,1,1,55.677520000001095
svd_crossover_same_dim,79,79,0.3,,False,1735,1177,2234,0.6783861671469741,508,921,0.29279538904899133,0.5330563853342324,0.8833333333333333,3297,64-35-22-10,0.35,64-35-22-10,0.35,26,301,58.80081100000098
svd_crossover_same_dim,80,80,0.3,,False,1669,984,1797,0.5895745955662073,545,942,0.32654284002396644,0.7931050199312877,0.8083333333333333,1585,64-21-10,0.1,64-22-10,0.8,59,301,56.07134850000148
svd_crossover_same_dim,81,81,0.3,,False,1682,1120,2269,0.6658739595719382,663,1294,0.39417360285374553,0.594608892277888,0.8194444444444444,2532,64-28-18-10,0.45,64-28-18-10,0.45,253,285,59.59945389999848
svd_crossover_same_dim,82,82,0.3,,False,1690,1091,1759,0.6455621301775148,540,928,0.31952662721893493,0.9447586647173449,0.7027777777777777,650,64-10,0.9,64-10,0.9,1,1,56.09724110000025
svd_crossover_same_dim,83,83,0.3,,False,1734,1176,2418,0.6782006920415224,691,1432,0.39850057670126876,0.7244302245421272,0.7888888888888889,650,64-10,1.0,64-10,1.0,1,1,60.74772160000066
svd_crossover_same_dim,84,84,0.3,,False,1677,1044,1777,0.6225402504472272,441,779,0.2629695885509839,0.9238353840547912,0.7444444444444445,1585,64-21-10,0.6,64-21-10,0.6,136,291,54.190576000000874
svd_crossover_same_dim,85,85,0.3,,False,1700,1015,1791,0.5970588235294118,743,1406,0.4370588235294118,0.6800225482150098,0.8138888888888889,2560,64-34-10,0.45,64-34-10,0.45,39,301,58.197315600002185
svd_crossover_same_dim,86,86,0.3,,False,1697,1042,1814,0.6140247495580436,520,907,0.30642309958750735,0.8124224427546024,0.7916666666666666,1285,64-17-10,0.3,64-18-10,0.7,280,294,55.12084400000094
svd_crossover_same_dim,87,87,0.3,,False,1721,1143,1895,0.664148750726322,546,962,0.31725740848343986,0.6045789795158185,0.8444444444444444,3210,64-34-22-10,0.15,64-35-22-10,0.5,243,301,56.52373710000029
svd_crossover_same_dim,88,88,0.3,,False,1673,1193,2359,0.7130902570233114,593,1186,0.3544530783024507,0.584239920823481,0.8555555555555555,1837,64-20-17-10,0.7,64-20-17-10,0.7,283,294,60.21937089999847
svd_crossover_same_dim,89,89,0.3,,False,1733,1081,1886,0.6237738026543566,494,901,0.2850548182342758,0.8343474230991234,0.7638888888888888,1960,64-26-10,0.8,64-26-10,0.8,289,295,56.24768899999981
svd_crossover_same_dim,90,90,0.3,,False,1686,1037,1922,0.6150652431791221,552,1001,0.3274021352313167,0.7549197935831887,0.8,2485,64-33-10,0.4,64-34-10,0.45,83,301,56.77112130000023
svd_crossover_same_dim,91,91,0.3,,False,1709,1085,1949,0.6348741954359275,574,1026,0.3358689291983616,0.6548552598781802,0.8472222222222222,1285,64-17-10,0.75,64-17-10,0.75,257,260,56.40090169999894
svd_crossover_same_dim,92,92,0.3,,False,1701,1095,1905,0.6437389770723104,622,1076,0.36566725455614346,0.6220154890298957,0.85,2335,64-31-10,0.2,64-31-20-10,0.5,277,288,58.39972359999956
svd_crossover_same_dim,93,93,0.3,,False,1724,1087,1668,0.6305104408352669,524,932,0.3039443155452436,0.7948127254581934,0.7833333333333333,3010,64-40-10,0.15,64-41-10,0.7,136,141,55.40974020000067
svd_crossover_same_dim,94,94,0.3,,False,1696,1011,1558,0.5961084905660378,578,933,0.3408018867924528,0.7749404864814046,0.7944444444444444,650,64-10,0.95,64-10,0.95,1,1,57.423391500000434
svd_crossover_same_dim,95,95,0.3,,False,1699,1112,1744,0.6545026486168334,445,785,0.2619187757504414,0.8144156210144854,0.7916666666666666,3431,64-36-23-10,0.1,64-36-10,0.4,106,301,54.36081490000288
svd_crossover_same_dim,96,96,0.3,,False,1686,990,1759,0.5871886120996441,645,1192,0.38256227758007116,0.7234200384605275,0.7555555555555555,1660,64-22-10,0.05,64-23-10,0.55,51,53,56.88786439999967
svd_crossover_same_dim,97,97,0.3,,False,1646,1078,1953,0.6549210206561361,618,1152,0.3754556500607533,0.7048268998912768,0.8111111111111111,650,64-10,0.9,64-10,0.9,1,1,57.479919399997016
svd_crossover_same_dim,98,98,0.3,,False,1793,1212,2210,0.6759620747350809,693,1307,0.38650306748466257,0.6246861274163843,0.8222222222222222,1510,64-20-10,0.3,64-42-20-10,0.45,206,228,57.89326029999938
svd_crossover_same_dim,99,99,0.3,,False,1707,1047,1593,0.6133567662565905,596,991,0.34915055653192734,0.7440812199921778,0.8027777777777778,2860,64-38-10,0.8,64-38-10,0.8,80,148,56.9199864000002
